0	0	1	0.0	20002	27936	504.5	19932	26721
0	1	0	0.0	9821	20397	298.0	9773	20134
0	2	0	0.0	14575	9309	198.0	14555	9314
0	3	5	0.0	15535	16938	31.531249999999996	15479	16790
0	4	1	0.0	10118	18672	448.0	9955	18633
0	5	1	0.0	20349	19162	132.0	20402	19356
0	6	0	0.0	11416	15588	672.0	11446	15645
0	7	3	0.0	8645	21977	126.12500000000001	8581	21772
0	8	1	0.0	14984	11507	132.0	14660	11633
0	9	0	0.0	16531	28484	298.0	16543	28479
0	10	1	0.0	19712	14356	504.50000000000006	19848	15812
0	11	0	0.0	9989	12493	672.0	10277	12973
0	12	0	0.0	12242	23407	198.0	12099	23315
0	13	1	0.0	16197	27826	298.0	16164	27734
0	14	2	0.0	14060	21377	252.25	14173	21424
0	15	1	0.0	13907	27632	198.0	13880	27643
0	16	2	0.0	11705	30037	132.0	11759	30058
0	17	1	0.0	3902	17075	298.0	3833	17238
0	18	0	0.0	7239	18595	448.0	7212	18525
0	19	1	0.0	11355	18098	88.0	11316	18098
0	20	0	0.0	12415	14998	672.0	12490	14834
0	21	0	0.0	14480	10608	672.0	14229	10990
0	22	1	0.0	8743	14083	298.0	8780	14338
0	23	0	0.0	8219	11868	298.0	7997	12012
0	24	0	0.0	11629	25860	298.0	11849	25859
0	25	0	0.0	6675	18756	298.0	7136	18825
0	26	0	0.0	8914	10255	298.0	8704	10363
0	27	1	0.0	17924	11350	447.99999999999994	17794	11404
0	28	2	0.0	14094	21733	252.25	14131	21736
0	29	1	0.0	14283	13130	448.0	14245	13165
0	30	0	0.0	12752	25758	298.0	12635	25774
0	31	0	0.0	15288	20835	298.0	15236	20811
0	32	1	0.0	13038	24949	198.0	12989	25165
0	33	1	0.0	8175	19579	504.5	8055	19564
0	34	0	0.0	8368	11785	298.0	8405	11734
0	35	0	0.0	14682	26046	448.0	14682	25668
0	36	1	0.0	4996	20133	298.0	4986	20042
0	37	1	0.0	8123	18614	298.0	8193	18347
0	38	1	0.0	3078	16715	198.0	3197	16719
0	39	0	0.0	13214	21605	198.00000000000003	13082	21595
0	40	5	0.0	13975	11717	31.53125	13789	11651
0	41	0	0.0	10670	14592	448.0	10606	14595
0	42	2	0.0	17147	10999	252.24999999999997	16900	10942
0	43	2	0.0	12549	21230	252.25	12578	21152
0	44	2	0.0	14060	25964	252.25	14004	25954
0	45	1	0.0	5264	18505	298.0	5330	18465
0	46	0	0.0	6281	15752	298.0	6289	15723
0	47	4	0.0	3833	17238	63.0625	3740	17459
0	48	0	0.0	11865	27725	198.0	11898	27882
0	49	3	0.0	18965	16429	126.12500000000001	18878	16458
0	50	0	0.0	7921	24070	298.0	7915	23813
0	51	1	0.0	20708	11637	504.5	20531	11652
0	52	0	0.0	9619	8021	298.0	9481	7921
0	53	2	0.0	16227	25735	132.0	16487	26427
0	54	1	0.0	11717	17349	448.0	11729	17450
0	55	4	0.0	12371	21017	63.0625	12368	20984
0	56	1	0.0	4120	18424	198.0	4113	18468
0	57	3	0.0	20001	16732	126.125	19940	15948
0	58	0	0.0	14060	25964	298.0	14004	25954
0	59	1	0.0	3010	17189	198.0	2914	17438
0	60	0	0.0	7143	11975	298.0	7422	12174
0	61	0	0.0	10176	8439	298.0	10196	8453
0	62	0	0.0	3089	16478	298.0	3712	16487
0	63	0	0.0	12214	18225	448.0	12198	18205
0	64	3	0.0	7680	22572	126.12499999999999	7694	22538
0	65	3	0.0	9563	20187	126.125	9511	20088
0	66	0	0.0	8205	22384	298.0	8221	22400
0	67	0	0.0	12965	15131	298.0	12844	15085
0	68	0	0.0	12364	20238	298.0	12632	20318
0	69	0	0.0	13950	26677	197.99999999999997	14007	26661
0	70	0	0.0	17579	11229	448.0	17685	11466
0	71	4	0.0	14633	18037	63.0625	14524	18051
0	72	0	0.0	15926	21601	672.0	16194	21723
0	73	5	0.0	8218	8900	31.531250000000004	8300	8964
0	74	0	0.0	16557	28538	298.0	16603	28633
0	75	0	0.0	13036	28839	298.0	13424	28704
0	76	1	0.0	7609	21038	298.0	7710	20958
0	77	0	0.0	12134	14572	298.0	11824	14601
0	78	0	0.0	9881	10776	298.0	9869	10803
0	79	1	0.0	8320	15263	298.0	8282	15326
0	80	2	0.0	5623	13705	132.0	5946	13520
0	81	1	0.0	11233	27867	297.99999999999994	10923	27825
0	82	2	0.0	9273	21504	252.25	9248	21392
0	83	0	0.0	20773	16322	132.0	20797	16375
0	84	0	0.0	6010	15311	298.0	6256	15391
0	85	2	0.0	18047	25666	132.0	18062	25651
0	86	0	0.0	10548	25904	672.0	10623	25720
0	87	0	0.0	15844	13952	298.0	16134	13806
0	88	3	0.0	18581	16896	126.125	18557	16940
0	89	0	0.0	12087	27661	198.0	12130	27671
0	90	0	0.0	10780	13902	298.0	10796	13966
0	91	4	0.0	10118	18672	63.06250000000001	10282	18693
0	92	3	0.0	5368	17826	126.125	5578	17803
0	93	0	0.0	12292	24861	298.0	11952	24726
0	94	0	0.0	14089	10700	298.00000000000006	14108	10694
0	95	0	0.0	9519	22055	298.0	9571	21926
0	96	0	0.0	7813	17106	298.0	7778	17186
0	97	0	0.0	6765	24163	298.0	6892	24093
0	98	5	0.0	16697	10567	31.53125	16463	10771
0	99	0	0.0	21518	10455	132.0	21382	10562
0	100	2	0.0	11362	19739	252.25	11377	19714
0	101	0	0.0	12831	26535	298.0	12826	26497
0	102	0	0.0	6243	19674	298.0	6268	19819
0	103	1	0.0	10027	23114	298.0	10042	23062
0	104	0	0.0	15711	11674	197.99999999999997	15760	11774
0	105	1	0.0	19739	16417	132.0	19758	16407
0	106	1	0.0	7560	7965	298.0	7679	7831
0	107	0	0.0	6725	20869	672.0	6814	20791
0	108	0	0.0	15640	18040	132.0	15645	18513
0	109	3	0.0	13626	26626	126.12499999999999	13657	26690
0	110	1	0.0	8314	14402	298.0	8236	14066
0	111	0	0.0	17233	22071	298.0	17202	22077
0	112	2	0.0	5211	19890	252.25	5222	19882
0	113	1	0.0	6927	19906	298.0	6933	19976
0	114	0	0.0	12159	21048	298.0	12169	20994
0	115	3	0.0	17790	13139	126.12499999999999	17665	13173
0	116	0	0.0	10486	16118	298.0	10554	16113
0	117	0	0.0	12319	18241	448.0	12292	18433
0	118	1	0.0	10717	18211	298.0	10745	17967
0	119	2	0.0	13099	29314	252.25000000000003	13119	29158
0	120	1	0.0	12458	19813	504.5	12393	19662
0	121	0	0.0	13457	15223	298.0	13079	15165
0	122	0	0.0	20965	20240	132.0	20955	20327
0	123	4	0.0	12463	11501	63.06249999999999	12294	11482
0	124	0	0.0	17684	8052	132.0	17340	8260
0	125	0	0.0	16155	22964	298.0	16262	23042
